"houseid","transaction","address","land_area","date","state","use","building_area","room","hall","bath","management","total_price","unit_price","balcony_area","only_4th_floor","with_1st_floor"
"HOUSE_147","房地(土地+建物)","新北市中和區忠孝街１０１巷１１弄２４號三樓",29.24,1100906,"公寓(5樓含以下無電梯)","住家用",118.63,3,2,1,0,11600000,97783,12.89,0,0
"HOUSE_148","房地(土地+建物)","新北市永和區永平路２６號四樓之五",6.36,1101010,"華廈(10層含以下有電梯)","住商用",37.78,1,1,1,1,4850000,128375,0,1,0
"HOUSE_149","房地(土地+建物)","新北市永和區永貞路３９巷１號三樓",40.25,1100923,"公寓(5樓含以下無電梯)","住家用",101.1,3,2,2,0,13400000,132542,9.35,0,0
"HOUSE_150","房地(土地+建物)","新北市永和區文化路１１３巷２２號七樓",25.27,1100915,"華廈(10層含以下有電梯)","住家用",102.04,0,0,0,0,16000000,156801,9.88,0,0
"HOUSE_151","房地(土地+建物)","新北市中和區宜安路３２號五樓",21.53,1100918,"華廈(10層含以下有電梯)","住家用",110.96,3,2,2,1,16500000,148702,7.75,0,0
"HOUSE_152","房地(土地+建物)","新北市永和區中正路２８６巷１０號三樓",27.18,1101004,"公寓(5樓含以下無電梯)","住家用",68.26,3,2,1,0,8160000,119543,0,0,0
"HOUSE_153","房地(土地+建物)","新北市中和區景德街９５之１２號二樓",6.67,1100911,"華廈(10層含以下有電梯)","住家用",38.77,1,1,1,1,6050000,156048,2.92,0,0
"HOUSE_154","房地(土地+建物)","新北市永和區中山路一段３２６號七樓之一",4.82,1101001,"住宅大樓(11層含以上有電梯)","商業用",49.81,1,1,1,1,8200000,164626,3.45,0,0
"HOUSE_155","房地(土地+建物)","新北市永和區永平路３７６號四樓",14.38,1100930,"住宅大樓(11層含以上有電梯)","住家用",158.82,3,2,2,1,27012000,170079,11.61,1,0
"HOUSE_156","房地(土地+建物)","新北市中和區中山路二段１５０號八樓之三",8.62,1100922,"住宅大樓(11層含以上有電梯)","住家用",90.09,2,2,2,1,12000000,133200,6.25,0,0
"HOUSE_157","房地(土地+建物)","新北市永和區中正路２８３巷４４號三樓",32.38,1100925,"公寓(5樓含以下無電梯)","住家用",75.92,3,2,1,0,9350000,123156,10.1,0,0
"HOUSE_158","房地(土地+建物)","新北市中和區德光路７７巷２１號四樓",24.36,1100923,"公寓(5樓含以下無電梯)","住家用",91.83,3,2,1,0,3320000,36154,0,1,0
"HOUSE_159","房地(土地+建物)","新北市中和區中正路１１８０號十六樓之三",8.15,1100928,"住宅大樓(11層含以上有電梯)","工業用",93.26,1,2,1,1,10600000,113661,5.3,0,0
"HOUSE_160","房地(土地+建物)","新北市中和區華福街４２巷１弄８號三樓",24.09,1100909,"公寓(5樓含以下無電梯)","住家用",78.86,3,2,1,0,5000000,63403,0,0,0
"HOUSE_161","房地(土地+建物)","新北市中和區景平路４８８號九樓之九",5.05,1100924,"住宅大樓(11層含以上有電梯)","住家用",71.19,1,1,1,1,11000000,154516,0,0,0
"HOUSE_162","房地(土地+建物)","新北市中和區南山路２５８之７號九樓",14.71,1100905,"住宅大樓(11層含以上有電梯)","住家用",84.49,2,2,1,1,11620000,137531,7.92,0,0
"HOUSE_163","房地(土地+建物)","新北市永和區中正路４２８巷３０弄３９號五樓",35.9,1100916,"公寓(5樓含以下無電梯)","住家用",139.83,5,3,3,0,16000000,114425,13.44,0,0
"HOUSE_164","房地(土地+建物)","新北市永和區得和路３１９巷１３號三樓",30.93,1100919,"公寓(5樓含以下無電梯)","住家用",92.88,3,2,2,0,13880000,149440,20.1,0,0
"HOUSE_165","房地(土地+建物)","新北市永和區中山路一段４６號十二樓之二",4.52,1100914,"住宅大樓(11層含以上有電梯)","住家用",62.46,0,1,1,1,11800000,188921,2.04,0,0
"HOUSE_166","房地(土地+建物)","新北市永和區成功路二段４７巷１號五樓之二",13.65,1101002,"住宅大樓(11層含以上有電梯)","住家用",89.37,3,2,1,1,14000000,156652,8.37,0,0
"HOUSE_167","房地(土地+建物)","新北市中和區新生街２４２巷５號四樓",32.84,1100927,"公寓(5樓含以下無電梯)","住家用",105.11,4,4,4,0,12000000,114166,13.05,1,0
"HOUSE_168","房地(土地+建物)","新北市中和區和平街２巷２弄４號二樓",31.04,1100914,"公寓(5樓含以下無電梯)","住家用",91.52,3,2,1,0,4434537,48454,0,0,0
"HOUSE_169","房地(土地+建物)","新北市中和區興南路二段３４巷５７弄１２號三樓",23.64,1100929,"公寓(5樓含以下無電梯)","住家用",95.65,3,2,2,0,9300000,97229,8.47,0,0
"HOUSE_170","房地(土地+建物)","新北市中和區中正路１２１１號十樓之三",10.44,1100910,"住宅大樓(11層含以上有電梯)","商辦用",84.65,2,1,1,1,11500000,135854,9.77,0,0
"HOUSE_171","房地(土地+建物)","新北市永和區民樂街３９巷１８弄５２號三樓",25.27,1100923,"公寓(5樓含以下無電梯)","住家用",79.85,3,2,1,0,9800000,122730,0,0,0
"HOUSE_172","房地(土地+建物)","新北市中和區民德路２１號四樓",20.23,1100905,"公寓(5樓含以下無電梯)","住家用",84.08,3,2,1,0,8500000,101094,8.12,1,0
"HOUSE_173","房地(土地+建物)","新北市中和區安平路１１１號十樓",7.89,1100908,"住宅大樓(11層含以上有電梯)","住家用",79.83,3,1,1,1,13300000,166604,6.45,0,0
"HOUSE_174","房地(土地+建物)","新北市永和區自由街６４號三樓之七",3.33,1100905,"住宅大樓(11層含以上有電梯)","商業用",32.68,1,0,1,1,5280000,161567,4.53,0,0
"HOUSE_175","房地(土地+建物)","新北市中和區秀峰街１０３巷６弄７號二樓",28.75,1100913,"公寓(5樓含以下無電梯)","住家用",91.25,3,2,1,0,9700000,106301,0,0,0
"HOUSE_176","房地(土地+建物)","新北市永和區雙和街２５巷１６號二樓",28.71,1100911,"公寓(5樓含以下無電梯)","住家用",73.23,3,2,1,0,10700000,146115,13.57,0,0
"HOUSE_177","房地(土地+建物)","新北市中和區華新街３０巷１５號四樓",32.26,1100915,"公寓(5樓含以下無電梯)","住家用",107.45,6,1,6,0,11800000,109819,0,1,0
"HOUSE_178","房地(土地+建物)","新北市永和區竹林路１１９巷４弄１號三樓",34.25,1100909,"公寓(5樓含以下無電梯)","住家用",80.82,3,2,1,0,11200000,138580,13.41,0,0
"HOUSE_179","房地(土地+建物)","新北市中和區新生街１９號",16.63,1100918,"公寓(5樓含以下無電梯)","住商用",67.94,1,2,2,0,16880000,248455,0,0,1
"HOUSE_180","房地(土地+建物)","新北市中和區華安街２１巷１９號",22.14,1100911,"公寓(5樓含以下無電梯)","住家用",72.04,3,1,2,0,11500000,159634,0,0,1
"HOUSE_181","房地(土地+建物)","新北市中和區建康路２１０之１號十一樓",11.45,1100911,"住宅大樓(11層含以上有電梯)","住家用",93.87,2,2,1,1,16200000,172579,4.88,0,0
"HOUSE_182","房地(土地+建物)","新北市中和區中山路二段３１２巷１０弄８號四樓",46.4,1100928,"公寓(5樓含以下無電梯)","住家用",104,3,2,1,0,11500000,110577,0,1,0
"HOUSE_183","房地(土地+建物)","新北市中和區中正路２１號十二樓之三",2.15,1101008,"住宅大樓(11層含以上有電梯)","住家用",28.05,1,0,1,1,4300000,153298,0,0,0
"HOUSE_184","房地(土地+建物)","新北市中和區保健路４４巷３２弄２號四樓",23.16,1101005,"公寓(5樓含以下無電梯)","住家用",61.51,2,1,1,0,7200000,117054,0,1,0
"HOUSE_185","房地(土地+建物)","新北市中和區自立路１７號三樓",14.21,1100901,"住宅大樓(11層含以上有電梯)","住家用",105,3,2,2,1,16200000,154286,3.06,0,0
"HOUSE_186","房地(土地+建物)","新北市中和區自立路１９號三樓",14.76,1100901,"住宅大樓(11層含以上有電梯)","住家用",109.84,3,2,2,1,18550000,168882,3.43,0,0
"HOUSE_187","房地(土地+建物)","新北市中和區景平路４８８號十三樓之五",3.08,1100925,"住宅大樓(11層含以上有電梯)","住家用",43.23,1,1,1,1,7900000,182743,0,0,0
"HOUSE_188","房地(土地+建物)","新北市中和區中山路二段３０３號九樓",7.11,1100923,"住宅大樓(11層含以上有電梯)","商辦用",59.18,1,1,1,1,9180000,155120,5.26,0,0
"HOUSE_189","房地(土地+建物)","新北市永和區得和路１０２號十三樓之３",10.23,1100913,"住宅大樓(11層含以上有電梯)","住家用",96.01,2,2,1,1,19230000,200292,3.51,0,0
"HOUSE_190","房地(土地+建物)","新北市永和區得和路１０２號十四樓之３",10.23,1100913,"住宅大樓(11層含以上有電梯)","住家用",96.01,2,2,1,1,19330000,201333,3.51,0,0
"HOUSE_191","房地(土地+建物)","新北市中和區景平路４９３巷１２弄２１號",29.37,1100907,"公寓(5樓含以下無電梯)","住家用",86.21,3,2,2,0,10600000,122956,0,0,1
"HOUSE_192","房地(土地+建物)","新北市中和區秀朗路三段１７５巷２號二十樓之四",7.07,1101001,"住宅大樓(11層含以上有電梯)","住家用",64.93,2,1,1,1,8900000,137071,5.77,0,0
"HOUSE_193","房地(土地+建物)","新北市中和區景平路７１之６號七樓之九",3.8,1101002,"住宅大樓(11層含以上有電梯)","住家用",56.5,0,0,0,1,7300000,129204,9.94,0,0
"HOUSE_194","房地(土地+建物)","新北市中和區工專路１３７號七樓",12.67,1100914,"華廈(10層含以下有電梯)","住家用",78.12,2,2,1,1,7850000,100486,5.61,0,0
"HOUSE_195","房地(土地+建物)","新北市中和區中山路二段２９６號五樓之四",24.06,1100910,"住宅大樓(11層含以上有電梯)","住家用",170.23,3,2,2,1,23880000,140281,14.08,0,0
"HOUSE_196","房地(土地+建物)","新北市中和區圓通路２２０號三樓",13.46,1100911,"住宅大樓(11層含以上有電梯)","住家用",93.19,2,2,1,1,12700000,136281,2.94,0,0
"HOUSE_197","房地(土地+建物)","新北市中和區興南路一段１３５巷１５號三樓",31.05,1100930,"公寓(5樓含以下無電梯)","住家用",86.6,3,1,1,0,10000000,115473,0,0,0
"HOUSE_198","房地(土地+建物)","新北市永和區保平路２４４號三樓",27.37,1100930,"公寓(5樓含以下無電梯)","住家用",95.59,3,2,1,0,13100000,137044,14.52,0,0
"HOUSE_199","房地(土地+建物)","新北市中和區景平路４３１巷５８號",5.7,1101010,"住宅大樓(11層含以上有電梯)","商業用",42.72,0,1,1,1,7500000,175562,0,0,1
"HOUSE_200","房地(土地+建物)","新北市永和區永元路１７巷１弄１０號五樓",44.6,1101016,"公寓(5樓含以下無電梯)","住家用",111.92,3,2,1,0,14100000,125983,0,0,0
"HOUSE_201","房地(土地+建物)","新北市中和區新生街１１２巷２１號",31.32,1101004,"公寓(5樓含以下無電梯)","住商用",83.27,3,1,1,0,8000000,96073,0,0,1
"HOUSE_202","房地(土地+建物)","新北市中和區南山路１２２號二十二樓",13.43,1101008,"住宅大樓(11層含以上有電梯)","住家用",144.99,4,2,2,1,19100000,131733,10.94,0,0
"HOUSE_203","房地(土地+建物)","新北市中和區中正路６１２號四樓",17.06,1100926,"公寓(5樓含以下無電梯)","住家用",75.86,3,2,1,0,8100000,106776,5.8,1,0
"HOUSE_204","房地(土地+建物)","新北市永和區福和路３５３號五樓之八",4.1,1101001,"住宅大樓(11層含以上有電梯)","住商用",39.13,1,1,1,1,5900000,150779,2.78,0,0
"HOUSE_205","房地(土地+建物)","新北市永和區中正路６１４號九樓",12.53,1100916,"住宅大樓(11層含以上有電梯)","住家用",103.04,2,2,2,1,19680000,190994,6.49,0,0
"HOUSE_206","房地(土地+建物)","新北市中和區莊敬路１６巷９號三樓",29.24,1101007,"公寓(5樓含以下無電梯)","住家用",98.82,3,2,1,0,4500000,45537,16.38,0,0
"HOUSE_207","房地(土地+建物)","新北市中和區民德路２９０號四樓",34.48,1100920,"公寓(5樓含以下無電梯)","住家用",107.44,3,2,1,0,9300000,86560,0,1,0
"HOUSE_208","房地(土地+建物)","新北市中和區中和路３９０號十九樓之十一",6.25,1100921,"住宅大樓(11層含以上有電梯)","住家用",87.07,1,1,1,1,17600000,202136,4.36,0,0
"HOUSE_209","房地(土地+建物)","新北市中和區景平路１５９巷３０之１號二樓",8.76,1100908,"住宅大樓(11層含以上有電梯)","辦公用",91.52,2,2,1,1,13200000,144231,5.14,0,0
"HOUSE_210","房地(土地+建物)","新北市永和區得和路３７３巷６弄１３號三樓",25.4,1100921,"公寓(5樓含以下無電梯)","住家用",93.04,3,2,1,0,12000000,128977,0,0,0
"HOUSE_211","房地(土地+建物)","新北市中和區民治街１７巷１４號三樓",32.38,1101002,"公寓(5樓含以下無電梯)","住家用",86.46,3,1,1,0,8430000,97502,0,0,0
"HOUSE_212","房地(土地+建物)","新北市中和區景新街４６７巷３２弄１７號三樓",30.58,1100925,"公寓(5樓含以下無電梯)","住家用",120.65,4,2,2,1,14300000,118525,15.24,0,0
"HOUSE_213","房地(土地+建物)","新北市永和區民權路４９巷３０號三樓",30.31,1100926,"公寓(5樓含以下無電梯)","住家用",105.35,3,1,1,0,12880000,122259,0,0,0
"HOUSE_214","房地(土地+建物)","新北市中和區中興街２０２巷６號四樓之二",16.73,1101003,"住宅大樓(11層含以上有電梯)","住家用",93.44,3,2,1,1,13000000,139127,4.4,1,0
"HOUSE_215","房地(土地+建物)","新北市中和區南工路９４巷８號五樓",34.24,1100926,"公寓(5樓含以下無電梯)","住家用",94.15,3,2,2,0,12550000,133298,0,0,0
"HOUSE_216","房地(土地+建物)","新北市中和區廣福路３４號二樓",22.15,1100922,"公寓(5樓含以下無電梯)","住家用",84.62,3,2,1,0,9550000,112857,7.77,0,0
"HOUSE_217","房地(土地+建物)","新北市中和區中正路２１號十六樓之二",2.72,1101017,"住宅大樓(11層含以上有電梯)","住家用",35.77,1,1,1,1,6200000,173330,4.28,0,0
"HOUSE_218","房地(土地+建物)","新北市中和區景平路１５１巷３３號二樓",19.42,1100906,"華廈(10層含以下有電梯)","住家用",100.88,3,2,2,1,15000000,148692,9.44,0,0
"HOUSE_219","房地(土地+建物)","新北市中和區中山路二段３０１號九樓之二十二",4.57,1100917,"住宅大樓(11層含以上有電梯)","商辦用",37.22,1,1,1,1,6300000,169264,3.54,0,0
"HOUSE_220","房地(土地+建物)","新北市中和區興南路一段９３巷２６號",26.65,1100924,"公寓(5樓含以下無電梯)","住家用",83.6,3,2,2,0,12000000,143541,0,0,1
"HOUSE_221","房地(土地+建物)","新北市永和區秀朗路一段１９２巷６弄２２號二樓",31.75,1100920,"公寓(5樓含以下無電梯)","住家用",94.02,3,2,1,0,12080000,128483,16.27,0,0
"HOUSE_222","房地(土地+建物)","新北市中和區秀朗路三段１２８巷１弄３號三樓",35.61,1101010,"公寓(5樓含以下無電梯)","住家用",88.94,3,2,1,0,9990000,112323,18.12,0,0
"HOUSE_223","房地(土地+建物)","新北市永和區永和路一段１１２號三樓之二",3.72,1101007,"住宅大樓(11層含以上有電梯)","住家用",39.53,1,1,1,1,6550000,165697,0,0,0
"HOUSE_224","房地(土地+建物)","新北市中和區中興街１３４號五樓",28.4,1101003,"公寓(5樓含以下無電梯)","住家用",108.07,5,2,3,0,12300000,113815,9.61,0,0
"HOUSE_225","房地(土地+建物)","新北市永和區永貞路３２５號五樓",24.45,1100901,"公寓(5樓含以下無電梯)","住家用",86.49,3,2,1,0,11880000,137357,0,0,0
"HOUSE_226","房地(土地+建物)","新北市中和區福祥路６８號六樓之六",4.99,1100913,"住宅大樓(11層含以上有電梯)","住家用",44.5,1,1,1,1,6680000,150112,4.94,0,0
"HOUSE_227","房地(土地+建物)","新北市永和區雙和街７巷２２號二樓",26.86,1101001,"公寓(5樓含以下無電梯)","住家用",71.31,3,0,3,0,12000000,168279,17.26,0,0
"HOUSE_228","房地(土地+建物)","新北市中和區中正路６５９號三樓",20.37,1100909,"公寓(5樓含以下無電梯)","住家用",83.11,4,0,2,0,8150000,98063,10.05,0,0
"HOUSE_229","房地(土地+建物)","新北市永和區永和路一段１８巷８號十二樓之一",7.36,1101001,"住宅大樓(11層含以上有電梯)","住家用",101.79,2,2,2,1,16250000,159642,12.16,0,0
"HOUSE_230","房地(土地+建物)","新北市中和區中山路二段１５６號八樓",5.55,1101002,"住宅大樓(11層含以上有電梯)","住家用",53.98,1,1,1,1,9400000,174139,2.74,0,0
"HOUSE_231","房地(土地+建物)","新北市永和區民族街３７巷１弄９號五樓",27.82,1100920,"公寓(5樓含以下無電梯)","住家用",99.66,3,2,2,0,12500000,125426,0,0,0
"HOUSE_232","房地(土地+建物)","新北市永和區秀朗路一段１９５巷６號五樓",29.6,1100916,"公寓(5樓含以下無電梯)","住家用",114.33,3,2,2,0,12500000,109333,0,0,0
"HOUSE_233","房地(土地+建物)","新北市中和區景平路４３３號十六樓之一",6.44,1101003,"住宅大樓(11層含以上有電梯)","住家用",47.75,1,1,1,1,7700000,161257,3.18,0,0
"HOUSE_234","房地(土地+建物)","新北市中和區民利街１４巷２號四樓",38.73,1100925,"公寓(5樓含以下無電梯)","住家用",82.8,3,1,1,0,8200000,99034,0,1,0
"HOUSE_235","房地(土地+建物)","新北市中和區景平路７６３號七樓",2.86,1100929,"住宅大樓(11層含以上有電梯)","商業用",31.49,1,1,1,1,3880000,123214,7.06,0,0
"HOUSE_236","房地(土地+建物)","新北市中和區自立路１３７號五樓",27.09,1100911,"公寓(5樓含以下無電梯)","住家用",99.95,3,2,1,0,13160000,131666,11.31,0,0
"HOUSE_237","房地(土地+建物)","新北市中和區安平路２８號３樓",28.2,1100911,"公寓(5樓含以下無電梯)","住家用",93.19,3,2,1,0,10000000,107308,0,0,0
"HOUSE_238","房地(土地+建物)","新北市中和區中興街２０８之２號",5.96,1100929,"住宅大樓(11層含以上有電梯)","住家用",48.34,2,1,1,1,7720000,159702,5.91,0,1
"HOUSE_239","房地(土地+建物)","新北市永和區秀朗路一段１９７號二樓",16.6,1100912,"公寓(5樓含以下無電梯)","住家用",74.94,2,1,1,0,8300000,110755,0,0,0
"HOUSE_240","房地(土地+建物)","新北市中和區自立路１６巷４號二樓",28.78,1101005,"公寓(5樓含以下無電梯)","住家用",93.93,3,2,2,0,11920000,126903,13.58,0,0
"HOUSE_241","房地(土地+建物)","新北市中和區大勇街４號四樓",32,1100915,"公寓(5樓含以下無電梯)","住家用",72.57,3,1,1,0,5000000,68899,0,1,0
"HOUSE_242","房地(土地+建物)","新北市中和區中和路１６０號十一樓",8.09,1100925,"住宅大樓(11層含以上有電梯)","住家用",88.12,2,2,1,1,15720000,178393,2.72,0,0
"HOUSE_243","房地(土地+建物)","新北市中和區中興街２６６巷８號四樓",30.34,1100920,"公寓(5樓含以下無電梯)","住家用",102.82,3,2,2,0,8550000,83155,11.2,1,0
"HOUSE_244","房地(土地+建物)","新北市中和區興南路二段３４巷３８號",42.56,1100926,"公寓(5樓含以下無電梯)","住家用",149.92,3,2,2,1,15000000,100053,0,0,1
"HOUSE_245","房地(土地+建物)","新北市中和區民享街９７巷１８號三樓",38.13,1100927,"公寓(5樓含以下無電梯)","住家用",90.51,3,1,1,0,8250000,91150,0,0,0
"HOUSE_246","房地(土地+建物)","新北市永和區永利路６４號七樓",24.97,1100911,"華廈(10層含以下有電梯)","住家用",168.58,6,3,4,0,22500000,133468,22.08,0,0
"HOUSE_247","房地(土地+建物)","新北市中和區景新街４９６巷３３弄１０號",28.22,1100929,"公寓(5樓含以下無電梯)","住家用",94.96,3,2,2,0,10500000,110573,0,0,1
"HOUSE_248","房地(土地+建物)","新北市中和區中興街１０５號四樓",24.2,1100926,"公寓(5樓含以下無電梯)","住家用",74.4,2,2,1,0,7200000,96774,2.04,1,0
"HOUSE_249","房地(土地+建物)","新北市中和區保平路３２６巷９號九樓",18.79,1100907,"住宅大樓(11層含以上有電梯)","住家用",103.33,3,2,2,1,13700000,132585,3.74,0,0
"HOUSE_250","房地(土地+建物)","新北市永和區民樂街６９巷９弄６號四樓",40.52,1101012,"公寓(5樓含以下無電梯)","住家用",107.6,3,2,3,0,11160000,103717,0,1,0
"HOUSE_251","房地(土地+建物)","新北市中和區興南路二段６４號四樓",25.59,1100906,"華廈(10層含以下有電梯)","住家用",129.34,3,2,2,0,8200000,63399,16.78,1,0
"HOUSE_252","房地(土地+建物)","新北市中和區中興街１３３號三樓",23.84,1100928,"公寓(5樓含以下無電梯)","住家用",92.94,3,2,1,0,11580000,124597,0,0,0
"HOUSE_253","房地(土地+建物)","新北市中和區忠孝街１巷１２號六樓",21.68,1100929,"華廈(10層含以下有電梯)","住家用",113.43,3,2,2,0,15000000,132240,10.3,0,0
"HOUSE_254","房地(土地+建物)","新北市中和區中興街３３號",20.97,1101008,"公寓(5樓含以下無電梯)","住家用",71.43,2,1,1,0,9500000,132997,0,0,1
"HOUSE_255","房地(土地+建物)","新北市中和區圓通路１９８巷９號三樓",13.56,1100925,"公寓(5樓含以下無電梯)","住家用",57.06,2,2,1,0,5360000,93936,0,0,0
"HOUSE_256","房地(土地+建物)","新北市中和區秀朗路三段１２８巷９弄７號",47.19,1101012,"公寓(5樓含以下無電梯)","住家用",100.35,3,2,2,0,19000000,189337,0,0,1
"HOUSE_257","房地(土地+建物)","新北市中和區秀朗路三段１７５巷２號二樓之三",12.03,1100904,"住宅大樓(11層含以上有電梯)","住家用",128.51,3,2,2,1,16000000,124504,10.99,0,0
"HOUSE_258","房地(土地+建物)","新北市永和區永貞路１８３號七樓之二",5.19,1101005,"華廈(10層含以下有電梯)","住家用",42.29,1,1,1,1,7300000,172618,4.8,0,0
"HOUSE_259","房地(土地+建物)","新北市中和區景平路４９０號十四樓之十",4.77,1100925,"住宅大樓(11層含以上有電梯)","住家用",67.29,1,1,1,1,11500000,170902,0,0,0
"HOUSE_260","房地(土地+建物)","新北市中和區和平街２巷２弄１號四樓",41.8,1100919,"公寓(5樓含以下無電梯)","住家用",92.67,4,0,4,0,13200000,142441,0,1,0
"HOUSE_261","房地(土地+建物)","新北市永和區仁愛路２５６號二十五樓",10.69,1100913,"住宅大樓(11層含以上有電梯)","住家用",127.61,2,2,2,1,27900000,218635,7.16,0,0
"HOUSE_262","房地(土地+建物)","新北市永和區環河西路二段２０９巷１１號五樓之七",6.39,1100916,"住宅大樓(11層含以上有電梯)","住家用",67.76,2,2,1,1,10300000,152007,5.66,0,0
"HOUSE_263","房地(土地+建物)","新北市永和區秀朗路二段６６巷１４之１號二樓",24.88,1101003,"公寓(5樓含以下無電梯)","住家用",79.11,3,2,1,0,9600000,121350,8.9,0,0
"HOUSE_264","房地(土地+建物)","新北市中和區秀朗路三段１７５巷１６號十八樓之三",8.01,1101003,"住宅大樓(11層含以上有電梯)","住家用",72.73,2,1,1,1,9000000,123745,2.97,0,0
"HOUSE_265","房地(土地+建物)","新北市中和區景安路８２巷６弄３號五樓",45.96,1100920,"公寓(5樓含以下無電梯)","住家用",131.85,7,4,4,0,14050000,106560,12.19,0,0
"HOUSE_266","房地(土地+建物)","新北市永和區文化路１１３巷９之１號五樓",26.83,1100911,"公寓(5樓含以下無電梯)","住家用",86.44,2,2,2,0,10000000,115687,14.78,0,0
"HOUSE_267","房地(土地+建物)","新北市中和區水源路２９巷２號三樓",31.2,1101012,"公寓(5樓含以下無電梯)","住家用",92.33,3,2,1,0,13000000,140799,0,0,0
"HOUSE_268","房地(土地+建物)","新北市中和區建康路１８８號二樓",18.68,1100924,"住宅大樓(11層含以上有電梯)","住家用",154.33,3,2,2,1,24170000,156612,10.22,0,0
"HOUSE_269","房地(土地+建物)","新北市中和區大勇街２６號三樓",15.41,1100927,"公寓(5樓含以下無電梯)","住家用",52.83,3,0,3,0,7300000,138179,0,0,0
"HOUSE_270","房地(土地+建物)","新北市中和區中山路二段３３２巷５９號十樓",12.68,1100917,"住宅大樓(11層含以上有電梯)","商業用",100.37,2,2,1,1,13300000,132510,0,0,0
"HOUSE_271","房地(土地+建物)","新北市中和區水源路１３２巷７號十一樓之７",6.24,1101009,"住宅大樓(11層含以上有電梯)","住家用",52.89,1,1,1,1,10500000,198525,5.55,0,0
"HOUSE_272","房地(土地+建物)","新北市永和區竹林路１２４巷６號",33.74,1101005,"公寓(5樓含以下無電梯)","住家用",65.2,2,2,2,0,13340000,204601,0,0,1
"HOUSE_273","房地(土地+建物)","新北市中和區民享街９１之１號五樓",19.54,1101003,"公寓(5樓含以下無電梯)","住家用",88.87,3,2,2,0,9160000,103072,6.7,0,0
"HOUSE_274","房地(土地+建物)","新北市中和區莊敬路１６巷１３號三樓",34.59,1101007,"公寓(5樓含以下無電梯)","住家用",110.7,3,2,1,0,11760000,106233,17.3,0,0
"HOUSE_275","房地(土地+建物)","新北市中和區民德路６６號六樓",18.56,1100914,"住宅大樓(11層含以上有電梯)","住家用",128.24,3,2,2,1,14900000,116188,7.72,0,0
"HOUSE_276","房地(土地+建物)","新北市永和區仁愛路３５２巷１２４號四樓",13.21,1100917,"公寓(5樓含以下無電梯)","住家用",49.27,2,1,1,0,8000000,162371,3.16,1,0
"HOUSE_277","房地(土地+建物)","新北市中和區中山路三段１７０巷２弄１７號",47.99,1100928,"公寓(5樓含以下無電梯)","住家用",66,3,2,2,0,15000000,227273,0,0,1
"HOUSE_278","房地(土地+建物)","新北市永和區中正路１８９號三樓",8.45,1101018,"住宅大樓(11層含以上有電梯)","住家用",93.12,2,2,1,1,14850000,159472,8.31,0,0
"HOUSE_279","房地(土地+建物)","新北市永和區保福路二段９巷１５弄１號四樓",35.5,1101008,"公寓(5樓含以下無電梯)","住家用",130.53,4,2,2,0,7000000,53628,11.32,1,0
"HOUSE_280","房地(土地+建物)","新北市中和區景平路６４巷１４弄１８號二樓",26.6,1100927,"公寓(5樓含以下無電梯)","住家用",58.4,3,2,1,0,8180000,140068,7.3,0,0
"HOUSE_281","房地(土地+建物)","新北市永和區仁愛路３５２巷１３２弄４號二樓",19.29,1101009,"公寓(5樓含以下無電梯)","住家用",71.82,3,2,1,0,8000000,111390,10.67,0,0
"HOUSE_282","房地(土地+建物)","新北市永和區民生路２５巷２４號四樓",24.1,1101007,"公寓(5樓含以下無電梯)","住家用",83.82,3,2,1,0,11500000,137199,0,1,0
"HOUSE_283","房地(土地+建物)","新北市中和區中正路２１１巷１３弄３６號五樓",29.1,1101015,"公寓(5樓含以下無電梯)","住家用",90.36,3,2,1,0,9000000,99602,14.12,0,0
"HOUSE_284","房地(土地+建物)","新北市永和區雙和街２５巷１９號三樓",42.62,1100920,"公寓(5樓含以下無電梯)","住家用",118.24,3,2,2,0,16100000,136164,19.76,0,0
"HOUSE_285","房地(土地+建物)","新北市中和區秀朗路三段１３５巷４號五樓",27.17,1100907,"華廈(10層含以下有電梯)","住家用",140.95,3,2,2,1,18300000,129833,13.32,0,0
"HOUSE_286","房地(土地+建物)","新北市中和區捷運路８之１０號八樓",8.8,1100922,"住宅大樓(11層含以上有電梯)","辦公用",49.13,0,1,1,1,9200000,187258,4.52,0,0
"HOUSE_287","房地(土地+建物)","新北市永和區得和路２４３巷７弄１２號四樓",42,1100928,"公寓(5樓含以下無電梯)","住家用",79.84,2,2,1,0,9800000,122745,0,1,0
"HOUSE_288","房地(土地+建物)","新北市中和區仁愛街９４號",36,1100924,"公寓(5樓含以下無電梯)","住家用",59.62,2,2,2,0,14300000,239852,0,0,1
"HOUSE_289","房地(土地+建物)","新北市中和區水源路５號二樓",55.28,1101003,"公寓(5樓含以下無電梯)","住家用",133.14,4,2,2,0,15600000,117170,0,0,0
"HOUSE_290","房地(土地+建物)","新北市中和區景平路４９０號十八樓之三",3.08,1101014,"住宅大樓(11層含以上有電梯)","住家用",43.23,1,1,1,1,7600000,175804,0,0,0
"HOUSE_291","房地(土地+建物)","新北市永和區得和路１０２號十二樓之３",10.23,1100913,"住宅大樓(11層含以上有電梯)","住家用",96.01,2,2,1,1,19150000,199458,3.51,0,0
"HOUSE_292","房地(土地+建物)","新北市中和區新生街１１４巷３７弄４號",18.69,1100928,"公寓(5樓含以下無電梯)","住商用",84.41,3,2,2,0,10700000,126762,0,0,1
